account_id,alliance_id,timestamp,date,raw_message,filtered_message,filtered,filtered_content,risk,filter_detected_language,is_family_friendly,GENERAL_RISK,BULLYING,VIOLENCE,RELATIONSHIP_SEXUAL_CONTENT,VULGARITY,DRUGS_ALCOHOL,IN_APP,ALARM,FRAUD,HATE_SPEECH,RELIGIOUS,WEBSITE,CHILD_GROOMING,PUBLIC_THREAT,EXTREMISM,SUBVERSIVE,SENTIMENT,POLITICS,sentiment-neg,sentiment-pos
e4a7ec3c30275728930f437813cce77addce5f0b1c00f159a09df9955539aef9,11cf0f6b70280de8e21157a87da895c0db0dcc34222386600fb5d4959c88ee51,20230301T191826.449Z,2023-03-01,"depends on your overall goals. if its for better matchups, you should focus on fewer decks and neglect other cards. each upgrade increases your match weighting. I leveled up all around. it always gave me so many more options when it came to deck comp.","depends on your overall goals. if its for better matchups, you should focus on fewer decks and neglect other cards. each upgrade increases your match weighting. I leveled up all around. it always gave me so many more options when it came to deck comp.",0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.86598724,-0.6839064
54c5a9d1c8114757d4b35240efa897a22bc28895e819a3cd5c98797f77a8375d,7c79793c8725b7394157f775f8e3f8bff2d173e93bede152f9f17fcef3f6daed,20230301T155311.928Z,2023-03-01,r,r,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.1865408,2.2347507
9eea942111cbd7b12091a1db7d6640d43f885692f2abf181aa7a6540c2e628b2,75922cafc08f8d08b915906b90f5c75db2e1448be1c94d2967c6e7d5c2e83d09,20230301T155235.611Z,2023-03-01,All good,All good,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.1828785,4.557667
89c31b38a52351c809235f2956a326e8da6e4418f9c931d914a54505a660b781,46c1e437614e72ae900ff9613495b976c09ec5a49befd60894ba5204f477610e,20230301T130735.370Z,2023-03-01,RAHHHHHHHHHHHHHHHH,RAHHHHHHHHHHHHHHHH,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2352161,-1.9584458
e01056c4e33d374e5076478dd417d84e579bf91eea157d31957bb3804a0803b4,ea950b782e2e60729b1af6821f1a35591e33164f4cb908b40899452f2860c72b,20230301T225231.489Z,2023-03-01,2vs2?? o 1vs1??,2vs2?? o 1vs1??,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7911928,-2.268315
06fddcd58269df6b679ab83e8592c8f1988317dc8f947a627b80ef5fe38dc03e,b1be47ef96de6d822bb9021a327d6eaa3afea6b7595eac314355b925f967e555,20230301T162642.073Z,2023-03-01,Lvl 12 mighty miner 😤,Lvl 12 mighty miner 😤,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.031884436,-0.014220118
cadb3f899309714a3972d069390289f72b70e833f99c0e2540f3f50d42453ca6,cfffa3db9fa5bea0c43f99ab19952b2355c4da01beebd83a66351d1871e98c91,20230301T150810.363Z,2023-03-01,vs bot,vs bot,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.2493232,1.4176507
e170623f7d514e7d80d3c38e4a3f01bd830f630580edbac2548c40241f03751c,6142065ec354d4290c689fe407d9b9e56c47f5ccf5fa7599433e28b759acd11b,20230301T161514.915Z,2023-03-01,Do you just try to hog cycle me huh?,Do you just try to hog cycle me huh?,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.767173,-3.105531
0d8e4a866e356e4e9c3e8f80852dd038d3816caa5caad648510c4ef5c90c62b0,3bf80fa9d9f411600e9f47cf0c2b4cf21d82ae46dc5cb24e6869248f19a13495,20230301T204741.312Z,2023-03-01,Yea I quit all I do it loose I can’t win one damn battle bro I give up on this game,Yea I quit all I do it loose I can’t win one damn battle bro I give up on this game,0,[],3.0,en,1.0,3,-1.0,-1.0,-1.0,3.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.6495323,-3.035369
05c33d918aa684e8d325f08187fab70147c4fc639b410581b904c88deae6054b,61767db432b79902b727bd480d5641aea5b0acf711ab6c4a48e10b379aa31150,20230301T025028.804Z,2023-03-01,no no,no no,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3675537,-1.9319837
06a1c118b589636c83bca63dac739c6defaf738da1e082633756dc56a2934bc7,0c37ece68df6167ff17c01a68e9e51f5db37ab8fac4f2ec09f6c907c5a69e323,20230301T212126.408Z,2023-03-01,Can anybody recommend me a deck that I can use for arena 13??,Can anybody recommend me a deck that I can use for arena 13??,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.556832,-1.2172031
cba8582e666235da4cd3893c8aff39132918723d4c1c8f93470f6e644d83f9fd,b54edc9db23b55970b1a5f3995cd375997539e68fdbaec3d3a6fa464fa5ec4ef,20230301T204812.756Z,2023-03-01,I almost came back and but got rocked at the end smh,I almost came back and but got rocked at the end smh,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2360313,-1.7963935
a7af5959631cb2a2276cab33053b2d1f9bcf4ffcf64b7446d95ccc5703ba6761,ebb591cdd218bd6e00ff632f2acd350d1f6f9c46f15cbd69a59f6b54523b6d16,20230301T154033.755Z,2023-03-01,You got Minion horde or zap to give?,You got Minion horde or zap to give?,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3947735,-2.0290992
95e3f1bdb3f517e697280bb555eea85d9e197e31a59d59e4b1dba147cec4bf07,c58f81d1b0f6fd904eda0508a20e1967511383e26f6e579ce5f6b3fb391fe1e6,20230301T024949.943Z,2023-03-01,U don’t need no fucking explanation when I say it once just know I’m not doing it,U don’t need no fucking explanation when I say it once just know I’m not doing it,0,[],6.0,en,1.0,6,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.391205,-2.8218777
1e2a32636572bb11c873fc219650e4b7011dbe6f7dbeda6e3b14001255c6def7,bca402f420636564f499ff7e48c5a673d8d3016c9b9711913dbf1ff4723e3215,20230301T172617.113Z,2023-03-01,I’m prepared,I’m prepared,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.8762245,4.1262794
e5075d685e9ddaf479f99347cc4d5a180bdc5fed2731344b027a7726dcf5d8af,1d2356dfd79bde19bffaa4b18dbb2c2de807530d2671b34ed0205035217ed25b,20230301T024435.408Z,2023-03-01,So fuckin cringe,So fuckin cringe,0,[],6.0,en,1.0,6,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.7541482,-3.0742729
e4abb2e2589ddb67e8abb6c9c916ae1b151a0d4fd7bc4d513558270d5c464514,e23ac7bf2943d58f27befa1477f815035d5b5c2b9fca552448087b54f5a039b6,20230301T025743.674Z,2023-03-01,sex,***,1,['sex'],6.0,en,1.0,6,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.1284223,3.1889327
eaf56bfb22ce761eb03120daddaa7696fab6c5d7bf93190340691b5d27c8f014,7f82e131a535ae2891b729cbd6160f3139c2e81b80b6b8c166ff8d695dd3e53e,20230301T191913.020Z,2023-03-01,aye but that's 50 valks Pekka or hogs 😭😭😭,aye but that's 50 valks Pekka or hogs 😭😭😭,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.227195,-1.9043876
7e6f4efbd00dc040a0b2dc59cb5c69b9f72554d5e8527612a05f432f4e72fcdc,e06c1ae051be24f874b6b82946f7f15a45755eda1db8bf6e7cf739e01b99738e,20230301T065956.904Z,2023-03-01,Ez bro fr,Ez bro fr,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0048565,1.1228211
b8a51f6940ed34c3adcb8e2b0f6ccd1a9ddfecd9f7e3da986efcfb7e09c36cfe,b3091998e63210ed410bb67c492a11a5a693ed94501a68990ff88b8b68061f54,20230301T015632.058Z,2023-03-01,Its a cool game,Its a cool game,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.3092475,4.673208
81f047695cf9392292fe19843e6780ff3d0c7b1f38df5b5c85be10e13650e405,c6904769e7fa14369be152ec611277395b251c978fff0e3415d4a6777a4b20fa,20230301T113514.510Z,2023-03-01,Ight hold up,Ight hold up,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.9274428,3.07478
0576b044f867ab754ac3a7faeb60eb04baed414818a48e50b397f892dac1f090,e12659e4e30937905bcc47d1b2eab0c5d8fc43bcd94fc65a22bdd39e079e76a1,20230301T174005.922Z,2023-03-01,hello!,hello!,0,[],0.0,en,1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.7234983,3.9690607
41311e526b7b2bf1fe19802b7924e1d25f0197b80775921b866b384803578af8,78ee2a7aab1180ec86c497cf92a3bc73ddb6ff50c50d1e03d62cfc7d61092f0b,20230301T141804.756Z,2023-03-01,Now now chopper 😂,Now now chopper 😂,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5052036,-1.3080342
ab57dd3483ac167e5544730e83b112f0866b0118ae1ad42da3cdd9bded5be73d,2dc33e498f0a54bfd37d29665932b94737ee357eb7355da43bf039220bf8c6a5,20230301T034529.490Z,2023-03-01,I got my first win,I got my first win,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.130172,4.438006
c600e430979b10642638cd65a09cc5aa487521c00e3ae937e8b7d9afb3966048,44ac981c5faf78a6f72f2ff361f7e28840a3382f9ad07944125fd608434be319,20230301T192246.001Z,2023-03-01,4.5 days to get through league 9. this is going to be close,4.5 days to get through league 9. this is going to be close,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2785766,-2.0337248
9b6d336371ac74a24adcb7d050800e6a1d3da2cf84d9241bb4d36c7ad4c8b2e9,066b685fca12b362abdf76d47f9979a464c2d5795c725e39f591ca9c75079ef4,20230301T232031.811Z,2023-03-01,congrats!,congrats!,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.8617709,4.1861277
5582fc63a327881412ec667e59346bb3eeb9efc5d559834a026677a04d855b35,eca0aa895a6ffc5659afa44616b57e296e1dd9cd2def903f1c8fc2af2ce7ea5c,20230301T011326.923Z,2023-03-01,mochooo,mochooo,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9199692,-0.6979266
88933ea3032374ad9a40c299cd6e06ba901f6043474959badf48782d5cd09853,51ae7c1f4a1dab464f38e7c7d5ebc226294518c907429911be30f1d90b2116d8,20230301T234129.491Z,2023-03-01,Ayoooooo,Ayoooooo,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.3380728,2.4082968
46cd7bb7c6cb4e82f550a645a4faf65b29e90a38033af301f9def1f5912f046d,f838ccf77595350fbd72e9a2be610b2e7d7b06bdcb6335f9840b1c453b238863,20230301T174447.022Z,2023-03-01,please,please,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.6855335,3.9180498
2ca0d610f721e1b1bec7b0d2b35ebcd3e549db990722f2d549909e88c270952d,b90c3f250b7cef0d06668f46553591916b564ae6a13988e269c4605b3f07356a,20230301T184550.026Z,2023-03-01,XXXVIDEOS,*********,1,['XXXVIDEOS'],6.0,en,1.0,6,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.2517635,1.1811354
58f1ab9d409ef39d8d469a983081400069fb1da8950d1cf2ada0a3a984d6d3e8,4709f5959826ce3ff6b109298882df452e47b9290c3e3ee9de283c229082d5a4,20230301T225609.154Z,2023-03-01,u,u,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.1743875,1.2242361
8fc1392d58b7c21420411588aabd1c01576ff211785b9d0ad6f21cdc2fdb9362,75cc40636412025ea28b871daf38e2b99a511d2863368ca1e01dbb4f90466374,20230301T181309.467Z,2023-03-01,Can’t trade I don’t have epics,Can’t trade I don’t have epics,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.2312229,-1.8429476
b1fa9d83fd942b6b339fe4bcfad9dcff6d50ba8922971fff2e06e499d3ae17ba,28b719ba2aacd554dc72c055a5e55535853e910a8ac80299a899199832dfe345,20230301T181931.477Z,2023-03-01,Thanks Exc 😀,Thanks Exc 😀,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.4317105,3.7697527
b787fcf7404d08362186ec4ca18e12a2f1a6bf92f273e4cbf65342b4335b5247,1b75e16f5e00b4f0813db953de0fe695347db8814d94291a43aff95e620ed9c7,20230301T212028.992Z,2023-03-01,Gonblin vs cellat,Gonblin vs cellat,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.077725,-0.7779485
cf6081a43ab496b8441ac2e64cd61f195bb616a9eaf4aa594e0859bb0669d404,0f7383ac748001d4dbef3c91ca2e91566f88a26cc2524081504f23da7a03fbe3,20230301T110618.910Z,2023-03-01,Morning early birds,Morning early birds,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.5059311,2.619817
e6e5ffd2c591ddf8a4dbf26c0decc21f9d13494932e64767262c60f86e06267c,a622d69ce4a69c34999908bc0f1ede045d6a203c98385505f8c990b95d224a0d,20230301T152626.323Z,2023-03-01,thank you 🤝,thank you 🤝,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.087335,4.4957676
a659494a9065322830dee8430b53aa30698bfec1a3fc47777943eff07a8371e8,4e0fdbc8dfecc55809b5284a0f6ab47d76ed344f8ec6a6e0d38c9b23ec80a135,20230301T165041.159Z,2023-03-01,Ass,Ass,0,[],5.0,en,1.0,5,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.8475177,-2.382013
ee0184cbec05c49eebc0d32214c2e05717a114c8f0ab022c1dcf55da93ab0991,a7c18bd134f3bc48c4a6d9ec5f1adb9bb4f3d5a9f7e07345ca93076eff93d766,20230301T144708.525Z,2023-03-01,welcome happy!,welcome happy!,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.248735,4.5572615
21b0e993ca351fe5de7c3bbba0c5915d473bfc4adf0234205c3cb49273a5a964,fd388cb4c6242e425108e96f0281fc6e4420fed1d15f6d1a44095c5f698fe05d,20230301T174028.441Z,2023-03-01,ok,ok,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0382495,4.4067
00a0a06e34bd594859fa409425d477602fcbc6165a0030a2aa027d453fc2986a,7bc9fed631eaa21b831b3dbd247ffc53f5bd2f0e58517352f5e37e13fbe0cdb6,20230301T213349.876Z,2023-03-01,SCOREDBOARD,SCOREDBOARD,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.1835346,2.262955
bf016378b872403e3972a4ce8b032868a3ce6357287c629ee21c1064dc911709,982aeea52d42b734c38532af5ff2620e3892aeaaf204725705f6ccdd3bffb06c,20230301T185208.176Z,2023-03-01,do what ya gotta do 🙏🙏🙏,do what ya gotta do 🙏🙏🙏,0,[],1.0,en,1.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.052247386,0.05031257
53e3b8696faceaebff1dcc4710d241647b7be654eb6283e2822c8f59be989920,72503a55de71aeeb52f3e2dada7c2e5f22b8ee5c53542f5ea578bc421811faec,20230301T114542.097Z,2023-03-01,cycle is skill if anyone says it's not fuuuckkkk them,cycle is skill if anyone says it's not fuuuckkkk them,0,[],6.0,en,1.0,6,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.1351728,2.230861
471746b381dcd10cb3ff781b0a343e5ffeb38d5fe29fee009e41673293aed918,38f06fe05b0d3585c82ce43331dc47c4b927fb9493249d1f879e9b2e5b0f5011,20230301T185525.550Z,2023-03-01,Easiest dub of our lives yol,Easiest dub of our lives yol,0,[],2.0,en,1.0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.3557836,1.3840699
